"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"1447","Oeste de Siskiyou",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1448","Oeste de Teopisca",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1449","Oeste de Zona Reservada Bosque de Zarate",1,1,0,0,1,1,0,0,1,0,0,0
"1450","Oeste del Cañon del Rio Klickitat",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1451","Oeste del Pico Sawmill",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1452","Oeste del Rio Pahsimeroi, 4 millas suroeste de May",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1453","Oeste Rio Sabinas, en la carretera a Hulilo",4,4,0,0.001,2,2,0,0,1,0,0,0
"1454","Oficina de Administracion de Tierras Lewis ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1455","Oiz, Mokolikoborda",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1456","Okoro",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1457","Olivenza",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1458","Olmedo, Entrada al Pinar de Ordono",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1459","Once de Abril ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1460","Orbaizeta",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1461","Orduna",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1462","Orexa, Uzkalar",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1463","Osera, barranco del Hospital",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1464","Otaez, 5 Km por el camino a Los Altares",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1465","Otinapa",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1466","Otsagabia",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1467","Otxandio",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1468","Oviedo, Embalse del Navia",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1469","Oysterville carretera donde se encuentra el estuario",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1470","Ozumba",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"1471","Pachicutza, camino al Hito",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1472","Pachuca ",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1473","Paderna",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1474","Palencia, Molino Los Llazos",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1475","Pantano de los Bermejales, Granada",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1476","Pantano de Martos",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1477","Pantano Redondo",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1478","Panticosa, Balneario de Panticosa",7,2.333,0.001,0,6.821,2.274,0.001,0.001,3,0,0,0
"1479","Paracho de Verduzco ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1480","Parador El Tepozan ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1481","Paraje Hamaca, 3 km al S de Izote",34,17,0.003,0.002,2.922,1.461,0.001,0,2,0,0,0
"1482","Paramo de Belmira, Vereda Rio Arriba, sector La Laguna",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1483","Paramo de Chingaza",3,1,0,0,3.618,1.206,0.001,0,3,0,0,0
"1484","Paramo de Chisaca, Laguna Negra",5,1.25,0,0,4.813,1.203,0.001,0,4,0,0,0
"1485","Paramo de Cruz Verde",3,1,0,0,3.243,1.081,0.001,0,3,0,0,0
"1486","Paramo de Frontino, Llano Grande ",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"1487","Paramo de Guamani",14,1.556,0.001,0,10.914,1.213,0.002,0,9,0,0,0
"1488","Paramo de Guanacas",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1489","Paramo de Guantiva, cerro Pan de Azucar",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1490","Paramo de Guargua ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1491","Paramo de Illinitza, 4-10 millas oeste de Magdalena",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"1492","Paramo de la Rusia",4,1.333,0,0,3.886,1.295,0.001,0,3,0,0,0
"1493","Paramo de Las Papas, Laguna La Magdalena",5,1,0,0,5.735,1.147,0.001,0,5,0,0,0
"1494","Paramo de Moras ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1495","Paramo de Palacio, Laguna Seca",5,1.25,0,0,4.879,1.22,0.001,0,4,0,0,0
"1496","Paramo de Pisayambo, Laguna del Tambo ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1497","Paramo de Pisva",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1498","Paramo de Sibate",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1499","Paramo de Tinajillas, 5 km Sur de Gima ",12,3,0.001,0,4.443,1.111,0.001,0,4,0,0,0
"1500","Paramo de Tufiño, W de Tulcan",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1501","Paramo del Almorzadero",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1502","Paramo del Bordoncillo, vereda San Antonio de Bellavista",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1503","Paramo del Duende, Humedal Citara",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1504","Paramo del Tufiño, W de Tulcan ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1505","Paramo Jaboncillo",4,4,0,0.001,2,2,0,0,1,0,0,0
"1506","Paramo Santa Lucia, finca La Campiña",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1507","Paramos al W de Belen",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1508","Paramos de Pisayambo, Laguna de Pisayambo",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1509","Parauta, Parque Natural Sierra de las Nieves",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1510","Parque Abrams, St Helens",2,1,0,0,4.2,2.1,0.001,0.001,2,0,0,0
"1511","Parque Alameda",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1512","Parque Anacostia ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1513","Parque Barigui",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1514","Parque Battery Kimble",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1515","Parque Cochetopa ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1516","Parque Condado Hardy Riffle",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1517","Parque Devils, 1 mi SE de Lago Leandro ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1518","Parque Estatal Ahjumawi Lava",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1519","Parque Estatal Chugach",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1520","Parque Estatal de Campos de Jordao",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1521","Parque Estatal de Ibitipoca, Mata Grande",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1522","Parque Estatal Ibitipoca, Cueva de los Tres Arcos",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1523","Parque Estatal Lago Bear",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1524","Parque Estatal Montañas Saddle ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1525","Parque Estatal Sinkyone ",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1526","Parque Horseshoe ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1527","Parque Leroux ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1528","Parque Myrtle",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1529","Parque Nacional Archipielago de Cabrera",3,1,0,0,7.5,2.5,0.001,0.001,3,0,0,0
"1530","Parque Nacional Barranca del Cupatitzio",33,16.5,0.003,0.002,3.136,1.568,0.001,0,2,0,0,0
"1531","Parque Nacional Braulio Carrillo, Estacion Zurqui",4,1.333,0,0,3.886,1.295,0.001,0,3,0,0,0
"1532","Parque Nacional Calilegua, Abra de Cañas",6,3,0.001,0,3.021,1.51,0.001,0,2,0,0,0
"1533","Parque Nacional Chirripo, Cerro Chirripo Grande ",7,1.75,0.001,0,5.384,1.346,0.001,0,4,0,0,0
"1534","Parque Nacional Cibola ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1535","Parque Nacional Cordillera del Condor",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"1536","Parque Nacional Cotopaxi, carretera a El Refugio ",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"1537","Parque Nacional Cuevas del Guacharo, norte de Cerro Tristeza",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1538","Parque Nacional de Celaque, Montaña El Mojon",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1539","Parque Nacional de las Montañas Organ, 4 km al suroeste de Teresopolis",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1540","Parque Nacional Desierto de los Leones",2,1,0,0,2.625,1.312,0,0,2,0,0,0
"1541","Parque Nacional Dibbin ",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1542","Parque Nacional Diria, desde la estacion por el camino a Los Angeles",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1543","Parque Nacional El Cajas, Laguna Toreadora",23,2.3,0.002,0,11.514,1.151,0.002,0,10,10,0,0
"1544","Parque Nacional El Cajas, Paramo de Soldados ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1545","Parque Nacional El Impossible",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1546","Parque Nacional Fiordland, Puerto Facile ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1547","Parque Nacional Glacier ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1548","Parque Nacional Guanacaste, Estacion biologica Volcan Cacao",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1549","Parque Nacional Guaramacal, Paramo de Guaramacal",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1550","Parque Nacional Guaramacal, Quebrada Segovia ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1551","Parque Nacional Hartz ",13,1,0.001,0,38.571,2.967,0.007,0.001,13,0,0,0
"1552","Parque Nacional Huascaran, Laguna Azulcocha",13,2.167,0.001,0,6.768,1.128,0.001,0,6,0,0,0
"1553","Parque Nacional Huascaran, Quebrada Ranincuray",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1554","Parque Nacional Iguazu, Sendero Macuco",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1555","Parque Nacional Killarney ",7,1.75,0.001,0,11.143,2.786,0.002,0.001,4,0,0,0
"1556","Parque Nacional La Amistad, Sendero Herradura-Uran",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1557","Parque Nacional Lago Crater, cerca de Campo Ingenieril",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"1558","Parque Nacional Laguna de las Gangas",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1559","Parque Nacional Lincoln, Montañas White ",3,1,0,0,4.036,1.345,0.001,0,3,0,0,0
"1560","Parque Nacional Los Alcornocales, La Trocha, carril de las Corzas",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1561","Parque Nacional Los Volcanes, Volcan Santana",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1562","Parque Nacional Madidi, Rio Coscapa",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1563","Parque Nacional Montaña Guadalupe",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1564","Parque Nacional Monte Rainier, Pico Ives",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1565","Parque Nacional Montecristo, Vega de Los Vasquez",34,11.333,0.003,0.001,3.886,1.295,0.001,0,3,0,0,0
"1566","Parque Nacional Munchique",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1567","Parque Nacional Natural de Sumapaz, quebrada la Tasajera",3,1,0,0,3.243,1.081,0.001,0,3,0,0,0
"1568","Parque Nacional Natural Purace",4,1,0,0,4.235,1.059,0.001,0,4,0,0,0
"1569","Parque Nacional Nevado de Toluca ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1570","Parque Nacional Ordesa y Monte Perdido",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1571","Parque Nacional Podocarpus, Paramo del Cerro Toledo",6,1.2,0.001,0,6.313,1.263,0.001,0,5,0,0,0
"1572","Parque Nacional Sangay, Paramo de Culebrillas ",11,1.375,0.001,0,8.612,1.076,0.002,0,8,0,0,0
"1573","Parque Nacional Tapanti, confluencia de los rios Villegas y Grande de Orosi",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1574","Parque Nacional Taroko, Monte Hohuan ",8,1.6,0.001,0,15.636,3.127,0.003,0.001,5,0,0,0
"1575","Parque Nacional Tikal ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1576","Parque Nacional Triglavski",1,1,0,0,2,2,0,0,1,0,0,0
"1577","Parque Nacional Volcan Irazu, Sendero al Atlantico",5,2.5,0,0,3.125,1.562,0.001,0,2,0,0,0
"1578","Parque Nacional Volcan Masaya",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1579","Parque Nacional Volcan Turrialba",4,4,0,0.001,2,2,0,0,1,0,0,0
"1580","Parque Nacional Wasatch, Cañon Weber ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1581","Parque Nacional Yanachaga- Chemillen, Pozuzo, Sector Pan de Azucar",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1582","Parque Nacional Ybicui, Noreste del Parque Corner ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1583","Parque Natural de Sorteny, Ordino",7,2.333,0.001,0,6.821,2.274,0.001,0.001,3,0,0,0
"1584","Parque Natural del Montseny",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1585","Parque Natural Guanacaste, Estacion San Ramon",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1586","Parque Natural Montes Rocky ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1587","Parque Natural Regional de Vercors",22,2.75,0.002,0,17.166,2.146,0.003,0.001,8,0,0,0
"1588","Parque Natural Sierra de Cardeña y Montoro",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1589","Parque Paradise, camino cerca a Mazama ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1590","Parque Ratclife",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1591","Parque Recreacion Nacional Roosevelt",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1592","Parque Refugio Glen",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1593","Parque Rustler, 19 km sur de Pico Barfoot ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1594","Parque Willamette, 3 millas sur de Corvallis",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1595","Parque Winchester, Winchester",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1596","Parroquia de Andorra la Vella",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1597","Parroquia Flores, Comunidad Caliata",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1598","Parroquia Inga Pirca",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1599","Parroquia Leleg ",8,8,0.001,0.001,1.2,1.2,0,0,1,0,0,0
"1600","Parroquia Mulalo ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1601","Parroquia San Andres",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1602","Pasca, vereda Cajitas, cerca a la Laguna Negra",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1603","Paso Johnson ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1604","Paso Kenosha ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1605","Paso Steven's",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1606","Patamban ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1607","Patroves  Albufeira",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1608","Patzcuaro, Cerro Colorado ",4,1.333,0,0,3.686,1.229,0.001,0,3,0,0,0
"1609","Pecine",1,1,0,0,2,2,0,0,1,0,0,0
"1610","Pedregal de San Angel",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1611","Pedregal de San Isidro, 3 millas sur de lago Coatepeque en carretera a via CA-8 ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1612","Pedregoso",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1613","Pedroveya",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1614","Pegalajar",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1615","Peitawushan",2,1,0,0,3,1.5,0.001,0,2,0,0,0
"1616","Pena Cuina",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1617","Pena de Etxauri",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1618","Pena Ezkaurri",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1619","Península Datca, en el extremo norte de Knidos, encima del puerto principal",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1620","Peninsula de Nicoya, Cerro La Picuda",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1621","Peninsula de Osa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1622","Peninsula Seward, Cabo Principe de Wales",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1623","Petatlan ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1624","Pfanberbahn",5,1.667,0,0,5.886,1.962,0.001,0,3,0,0,0
"1625","Philomath",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1626","Pic du Gar Haute-Garonne",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1627","Picacho San Onofre",2,2,0,0,1.2,1.2,0,0,1,0,0,0
"1628","Picada a Campiña de Americo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1629","Pichincha, Reserva Cayambe-Coca, via a Baeza",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"1630","Pico Aguillas Negras, Rio Maromba",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1631","Pico Alamo, Montes Sacramento",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1632","Pico Ashland",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1633","Pico Avery ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1634","Pico Codazzi, noroeste Colonia Tovar",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1635","Pico de la Magdalena",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1636","Pico Drake",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1637","Pico George ",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1638","Pico Hillsboro ",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1639","Pico James",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1640","Pico Lago",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1641","Pico Mary's ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1642","Pico Millaris",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1643","Pico Paris, Parque Estatal Lago Bear",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1644","Pico Sacajawea ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1645","Pico Sawtooth ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1646","Pico Striped ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1647","Pico Wheeler",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1648","Piedra Herrada, camino Suchil-La Escondida, Reserva de la Biosfera La Michilia",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1649","Piedramillera",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1650","Pilalo",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1651","Pina de Montalgrao",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1652","Pinal de Amoles ",3,1,0,0,3.45,1.15,0.001,0,3,0,0,0
"1653","Pinar Parejo, 47 km al sur de Constanza y 6 km en el camino secundario a Pinar Panejo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1654","Pine, 1 milla N",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1655","Pinet",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1656","Piqueras del Castillo, antigua era del pueblo",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1657","Pista de aterrizaje Busilmin, cerca al Rio Mogogogola",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1658","Pixeiros",7,2.333,0.001,0,7.071,2.357,0.001,0.001,3,0,0,0
"1659","Playa de Doniños",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1660","Playa de Laga",4,1.333,0,0,8.25,2.75,0.001,0.001,3,0,0,0
"1661","Playa de Melides",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1662","Playa del Sable de Meron, San Vicente de la Barquera",8,2,0.001,0,10.821,2.705,0.002,0.001,4,0,0,0
"1663","Playa Gold, carretera a Wedderburn",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1664","Playa Tillamook, Canal Hood ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1665","Playa Willow, 8 millas Noroeste de Longview",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1666","Plomb",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1667","Podpreska",1,1,0,0,2,2,0,0,1,0,0,0
"1668","Pomaro",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1669","Ponga, Puertos de Arcenorio y La Fonfria",7,1.75,0.001,0,10.571,2.643,0.002,0.001,4,0,0,0
"1670","Portillo de Lunada",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1671","Portland, Abismo Columbia ",2,1,0,0,4.2,2.1,0.001,0.001,2,0,0,0
"1672","Potrerillos",35,11.667,0.003,0.002,4.122,1.374,0.001,0,3,0,0,0
"1673","Pozal de Gallinas",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1674","Pozoamargo, Hoya de Montejar",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1675","Pradera cerca a Lago Fish, 12 millas SW Spokane",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1676","Pradera cerca al Lago Lane ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1677","Pradera Woodruff",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1678","Prado de diente cerca de Ruidera",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1679","Predio La Plazuela",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1680","Presa Cointzio ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1681","Presa del Chorro",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1682","Presa Oracle ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1683","Presa Peters 393",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1684","Presa Rio Cuipilapa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1685","Presa Slide",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1686","Priego de Cordoba, Cerro los Yesos",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1687","Provincia Parinacota, Camino de Pacollo a Colpitas",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1688","Puebla de Beleña",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1689","Puebla de Lillo",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1690","Puente de Guapulo, cerca a puente de Chillla",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1691","Puente Over Caño, 60 km Este de Puente Rosita y la caretera a Bonanza",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1692","Puerto Basaseachic ",5,1.667,0,0,4.286,1.429,0.001,0,3,0,0,0
"1693","Puerto Big Beef Harbor, 9 millas NW de Bremerton",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1694","Puerto Crescent",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1695","Puerto de Belate",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1696","Puerto de Cabrejas a Cuenca",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1697","Puerto de Copales ",3,1.5,0,0,2.486,1.243,0,0,2,0,0,0
"1698","Puerto de la Mora",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1699","Puerto de la Zarza, Los Majadales",2,1,0,0,6,3,0.001,0.001,2,0,0,0
"1700","Puerto de Monteviejo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1701","Puerto de Piedrasluengas",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1702","Puerto de Santa Maria",2,1,0,0,5.25,2.625,0.001,0.001,2,0,0,0
"1703","Puerto de Velate",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1704","Puerto del Frasno",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1705","Puerto Garnica",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1706","Puerto Los Mazos ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1707","Puerto Nuevo Napo, Rio Anatenario",10,1.111,0.001,0,10.489,1.165,0.002,0,9,0,0,0
"1708","Puerto Orford",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1709","Puerto Salitre",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1710","Puerto Skanörs",17,2.429,0.002,0,18.458,2.637,0.003,0.001,7,0,0,0
"1711","Puna, 70 km S de Chota, carretera a Cajamarca",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1712","Punta Reyes",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1713","Purcellville",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1714","Putla, Villa de Guerrero",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1715","Putterri",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1716","Quatretondeta",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1717","Quebrada Agua Azul, sur El Reposo, 14 km SE de Delicias",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1718","Quebrada de Llanganuco, 25 km de Yungay",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1719","Quebrada de Sendamal, sobre la carretera a Celendin",3,1.5,0,0,2.761,1.381,0,0,2,0,0,0
"1720","Quebrada del Africa",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1721","Quebrada del Gallo",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1722","Quebrada Kuisa, al paso del Sendero entre Ujarras y San Jose",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1723","Quebrada Las Carpas, cerca El Limon",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1724","Quebrada Tarugayacu, 2 km de la carretera Ambato - Guaranda ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1725","Quentar, Pantano de Quentar",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1726","Quesada, El Chorro",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1727","Quijos, 3 Km al N de Papallacta",3,1.5,0,0,2.184,1.092,0,0,2,0,0,0
"1728","Quiriman",1,1,0,0,1.2,1.2,0,0,1,0,0,0
